,name,company,year,Price,kms_driven,fuel_type
1465,Hyundai Verna 1.6 CRDI,Hyundai,2011,260000,125000,Diesel
1466,Fiat Linea Classic 1.3 Multijet,Fiat,2015,350000,130000,Diesel
1467,Maruti Alto 800 CNG LXI,Maruti,2012,170000,97000,CNG
1468,Hyundai Grand i10 Sportz,Hyundai,2015,350000,90000,Petrol
1469,Maruti Swift Dzire VXi,Maruti,2009,250000,60000,Petrol
1470,Tata Indigo CR4,Tata,2013,170000,60000,Diesel
1471,Mahindra Scorpio S11 BSIV,Mahindra,2018,1300000,35000,Diesel
1472,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2019,550000,25000,Petrol
1473,Honda Brio 1.2 S MT,Honda,2017,400000,15000,Petrol
1474,Tata Nano Lx,Tata,2011,120000,20000,Petrol
1475,Ford Figo Petrol Titanium,Ford,2010,275000,70000,Petrol
1476,Tata Zest Revotron 1.2T XE,Tata,2016,285000,90000,Petrol
1477,Hyundai Creta 1.4 CRDi Base,Hyundai,2016,900000,80000,Diesel
1478,Mercedes-Benz M-Class ML 350 CDI,Mercedes-Benz,2014,2500000,79500,Diesel
1479,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2013,620000,70000,Diesel
1480,Toyota Innova Crysta 2.4 GX MT 8S BSIV,Toyota,2018,1700000,5000,Diesel
1481,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,Ford,2018,650000,15000,Petrol
1482,Maruti Ertiga VXI,Maruti,2014,500000,35000,Petrol
1483,Tata New Safari DICOR 2.2 EX 4x4,Tata,2009,250000,120000,Diesel
1484,Mahindra Marazzo M4,Mahindra,2018,950000,15000,Diesel
1485,Toyota Etios Cross 1.2L G,Toyota,2015,320000,60000,Petrol
1486,Renault Duster 110PS Diesel RxZ,Renault,2013,450000,120000,Diesel
1487,Mahindra KUV 100 mFALCON D75 K8 AW,Mahindra,2016,350000,90000,Diesel
1488,Maruti Swift Dzire VXI,Maruti,2015,400000,90000,Petrol
1489,Hyundai i20 Asta 1.4 CRDi (Diesel),Hyundai,2009,250000,72000,Diesel
1490,Toyota Innova 2.0 GX 8 STR BSIV,Toyota,2011,550000,197000,Petrol
1491,Maruti Zen LXI,Maruti,1999,85000,70000,Petrol
1492,Hyundai Santro LP zipPlus,Hyundai,2001,52000,50000,Petrol
1493,Tata Hexa XTA,Tata,2017,1200000,50000,Diesel
1494,Hyundai Verna 1.6 SX VTVT AT,Hyundai,2011,450000,60000,Petrol
1495,Maruti Swift Dzire VXI 1.2 BS IV,Maruti,2018,615000,40000,Petrol
1496,Maruti SX4 ZDI Leather,Maruti,2012,400000,60000,Diesel
1497,Tata Nano LX,Tata,2013,60000,40000,Petrol
1498,Maruti Ignis 1.2 Alpha BSIV,Maruti,2017,500000,9161,Petrol
1499,Honda Mobilio V i VTEC,Honda,2015,600000,45000,Petrol
1500,Hyundai Getz 1.3 GVS,Hyundai,2010,110000,110000,Petrol
1501,Hyundai Santro Xing GL Plus,Hyundai,2013,175000,80000,Petrol
1502,Ford Fiesta Titanium 1.5 TDCi,Ford,2011,325000,100000,Diesel
1503,Maruti Swift Dzire LDI,Maruti,2017,425000,90000,Diesel
1504,Hyundai Accent GLE CNG,Hyundai,2009,160000,70000,CNG
1505,Maruti Zen Estilo LXI BSIII,Maruti,2007,100000,80000,Petrol
1506,Maruti Swift Dzire LDI,Maruti,2014,390000,110000,Diesel
1507,Hyundai i20 1.2 Spotz,Hyundai,2017,400000,50000,Petrol
1508,Tata Tigor 1.2 Revotron XM,Tata,2018,509999,5000,Petrol
1509,Hyundai i10 Magna 1.1,Hyundai,2008,150000,90000,Petrol
1510,Hyundai Santro Xing GLS,Hyundai,2009,110000,120000,Petrol
1511,Nissan Sunny Diesel XV,Nissan,2013,450000,80000,Diesel
1512,Hyundai i20 1.2 Spotz,Hyundai,2017,400000,38000,Petrol
1513,Hyundai Santro Xing GLS,Hyundai,2009,140000,120000,Petrol
1514,Tata Indigo CR4,Tata,2011,130000,90000,Diesel
1515,Maruti Alto 800 LXI,Maruti,2017,160000,50000,Petrol
1516,Maruti Alto 800 LXI,Maruti,2016,150000,60000,Petrol
1517,Mahindra XUV500 W8 2WD,Mahindra,2013,500000,100000,Diesel
1518,Tata Nano Std,Tata,2011,40000,19000,Petrol
1519,Chevrolet Tavera LT L1 7 Seats BSIII,Chevrolet,2006,140000,200000,Diesel
1520,Mahindra Verito 1.5 D2 BSIV,Mahindra,2015,227000,70000,Diesel
1521,Maruti Swift VDI,Maruti,2011,285000,50000,Diesel
1522,Maruti Alto LX,Maruti,2012,155000,19077,Petrol
1523,Hyundai EON D Lite,Hyundai,2016,210000,30000,Petrol
1524,Maruti Alto LXi,Maruti,2009,140000,80000,Petrol
1525,Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,2015,940000,128000,Diesel
1526,Nissan Terrano XV Premium 110 PS,Nissan,2013,750000,80000,Diesel
1527,Maruti Baleno Alpha 1.3,Maruti,2016,610000,100000,Diesel
1528,Nissan Sunny XV D Premium Leather,Nissan,2015,450000,50000,Diesel
1529,Toyota Etios Liva GD,Toyota,2012,409999,56000,Diesel
1530,Hyundai EON 1.0 Era Plus,Hyundai,2018,100000,21302,Petrol
1531,Renault KWID 1.0 RXT Optional,Renault,2018,300000,10500,Petrol
1532,Mahindra Bolero 2011-2019 SLX,Mahindra,2013,400000,107000,Diesel
1533,Hyundai i10 Sportz 1.2,Hyundai,2010,210000,60000,Petrol
1534,Hyundai Santro Xing XG eRLX Euro III,Hyundai,2006,90000,120000,Petrol
1535,Maruti Wagon R LXI BS IV,Maruti,2010,222000,70000,Petrol
1536,Maruti Alto 800 LXI,Maruti,2015,240000,50000,Petrol
1537,Toyota Etios Liva GD,Toyota,2013,450000,70000,Diesel
1538,Volkswagen Jetta 2.0L TDI Highline AT,Volkswagen,2012,735000,55300,Diesel
1539,Tata Indica Vista Quadrajet 90 VX,Tata,2012,285000,74300,Diesel
1540,Honda City VX MT,Honda,2010,350000,48781,Petrol
1541,Volkswagen Jetta 1.9 Highline TDI,Volkswagen,2010,290000,87620,Diesel
1542,Volkswagen Vento 1.5 TDI Highline Plus AT,Volkswagen,2017,890000,40219,Diesel
1543,Honda Jazz VX,Honda,2011,385000,11473,Petrol
1544,Maruti Eeco 5 Seater AC BSIV,Maruti,2017,425000,8352,Petrol
1545,Maruti Wagon R VXI AMT1.2BSIV,Maruti,2017,525000,9745,Petrol
1546,Hyundai Grand i10 Asta,Hyundai,2017,550000,9748,Petrol
1547,Volkswagen Polo 1.0 MPI Trendline,Volkswagen,2012,271000,49000,Petrol
1548,Hyundai Creta 1.6 CRDi SX Option,Hyundai,2018,1490000,20694,Diesel
1549,Hyundai Grand i10 Asta Option,Hyundai,2015,490000,31080,Petrol
1550,Hyundai EON Era Plus,Hyundai,2014,260000,37605,Petrol
1551,Hyundai Xcent 1.1 CRDi SX Option,Hyundai,2014,455000,55850,Diesel
1552,Tata Nano Lx BSIV,Tata,2010,75000,58850,Petrol
1553,Toyota Etios Cross 1.2L G,Toyota,2015,421000,23839,Petrol
1554,Maruti Swift DDiS LDI,Maruti,2016,550000,54000,Diesel
1555,Hyundai i10 Sportz 1.2 AT,Hyundai,2013,330000,38000,Petrol
1556,Volkswagen Vento 1.5 TDI Comfortline,Volkswagen,2012,390000,45454,Diesel
1557,Skoda Rapid 1.5 TDI AT Ambition,Skoda,2015,599000,46957,Diesel
1558,Hyundai Getz GLE,Hyundai,2007,110000,60000,Petrol
1559,Renault KWID RXT Optional,Renault,2016,250000,25000,Petrol
1560,Mahindra Scorpio M2DI,Mahindra,2012,600000,110000,Diesel
1561,Ford Endeavour XLT TDCi 4X2,Ford,2008,280000,190000,Diesel
1562,Audi Q3 35 TDI Quattro Technology,Audi,2018,2700000,25000,Diesel
1563,Mahindra Renault Logan 1.4 GLX Petrol,Mahindra,2008,80000,90000,Petrol
1564,Maruti Alto K10 VXI,Maruti,2019,350000,5000,Petrol
1565,Maruti Swift VDI BSIV,Maruti,2015,475000,60000,Diesel
1566,Audi A5 Sportback,Audi,2020,4700000,1500,Diesel
1567,Maruti Swift Dzire VDI,Maruti,2018,500000,50000,Diesel
1568,Chevrolet Sail Hatchback 1.3 TCDi LT ABS,Chevrolet,2014,250000,120000,Diesel
1569,Hyundai Accent CRDi,Hyundai,2005,100000,120000,Diesel
1570,Maruti Alto K10 VXI Airbag,Maruti,2019,350000,5000,Petrol
1571,BMW 7 Series Signature 730Ld,BMW,2014,4000000,47000,Diesel
1572,Toyota Camry 2.5 Hybrid,Toyota,2017,1900000,20000,Petrol
1573,Hyundai Santro Xing XG,Hyundai,2005,95000,120000,Petrol
1574,Hyundai Grand i10 CRDi Sportz,Hyundai,2015,409999,58000,Diesel
1575,Mahindra XUV500 W5 BSIV,Mahindra,2018,1050000,35000,Diesel
1576,Maruti Alto K10 VXI,Maruti,2017,320000,30000,Petrol
1577,Mahindra XUV300 W8 Option Diesel BSIV,Mahindra,2019,1000000,10000,Diesel
1578,Toyota Innova Crysta 2.4 VX MT BSIV,Toyota,2017,1770000,25000,Diesel
1579,Mahindra Thar CRDe,Mahindra,2018,950000,20000,Diesel
1580,Maruti Swift Dzire ZDI,Maruti,2018,750000,50000,Diesel
1581,Hyundai EON Magna Plus,Hyundai,2014,220000,42000,Petrol
1582,Tata Hexa XM,Tata,2017,1000000,50000,Diesel
1583,Honda Mobilio E i DTEC,Honda,2017,660000,116000,Diesel
1584,Maruti Ertiga ZDI,Maruti,2015,716000,100000,Diesel
1585,Maruti Ciaz ZXi Plus,Maruti,2015,675000,66000,Petrol
1586,Mahindra Scorpio LX,Mahindra,2010,385000,110000,Diesel
1587,Fiat Grande Punto EVO 1.3 Dynamic,Fiat,2014,325000,70000,Diesel
1588,Hyundai Creta 1.6 CRDi SX Option,Hyundai,2015,950000,60000,Diesel
1589,Ford Endeavour Hurricane Limited Edition,Ford,2007,400000,110000,Diesel
1590,Tata Indica Vista TDI LS,Tata,2014,250000,25000,Diesel
1591,Land Rover Discovery S 2.0 SD4,Land,2018,4000000,68000,Petrol
1592,Maruti Alto 800 LXI,Maruti,2014,210000,20000,Petrol
1593,Hyundai i10 Era 1.1 iTech SE,Hyundai,2011,147000,110000,Petrol
1594,Maruti Vitara Brezza VDi Option,Maruti,2018,725000,26350,Diesel
1595,Mahindra Scorpio SLE BSIV,Mahindra,2012,550000,90000,Diesel
1596,Hyundai i20 Sportz Option 1.2,Hyundai,2016,475000,25000,Petrol
1597,Hyundai Santro Xing GLS,Hyundai,2014,250000,50000,Petrol
1598,Tata Indica LSI,Tata,2006,70000,60000,Petrol
1599,Hyundai EON Era Plus,Hyundai,2012,160000,70000,Petrol
1600,Ford Endeavour 3.0L 4X4 AT,Ford,2011,1000000,90000,Diesel
1601,Hyundai Santro LE zipPlus,Hyundai,2001,68000,70000,Petrol
1602,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2017,500000,26500,Petrol
1603,Hyundai Creta 1.4 EX Diesel,Hyundai,2020,1050000,10000,Diesel
1604,Hyundai Verna CRDi 1.6 SX,Hyundai,2017,900000,50000,Diesel
1605,Maruti Alto LX,Maruti,2007,100000,52000,Petrol
1606,Hyundai i20 Asta 1.4 CRDi,Hyundai,2013,300000,90000,Diesel
1607,Tata Indigo LX,Tata,2011,140000,60000,Diesel
1608,Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,2018,550000,35000,Petrol
1609,Mahindra XUV500 W8 4WD,Mahindra,2012,650000,71042,Diesel
1610,Mitsubishi Pajero Sport 4X4,Mitsubishi,2012,1025000,167870,Diesel
1611,Ford Fiesta 1.5 TDCi Titanium,Ford,2011,195000,133564,Diesel
1612,BMW 3 Series 320d Sport,BMW,2013,1490000,40000,Diesel
1613,Honda City i-VTEC CVT ZX,Honda,2018,1140000,23038,Petrol
1614,Chevrolet Beat Diesel LS,Chevrolet,2011,95000,70000,Diesel
1615,BMW 3 Series GT Luxury Line,BMW,2017,3050000,30000,Diesel
1616,Maruti Baleno Delta 1.2,Maruti,2017,585000,43608,Petrol
1617,Maruti Baleno Alpha CVT,Maruti,2018,825000,11212,Petrol
1618,Hyundai i20 1.4 Magna Executive,Hyundai,2013,280000,52000,Diesel
1619,Maruti Baleno Zeta,Maruti,2016,725000,49217,Petrol
1620,Mahindra Verito 1.5 D4 BSIV,Mahindra,2015,300000,90000,Diesel
1621,Hyundai Xcent 1.2 Kappa S,Hyundai,2015,375000,70000,Petrol
1622,Honda City VTEC,Honda,2003,310000,90000,Petrol
1623,Maruti Swift Dzire VDi,Maruti,2011,375000,190000,Diesel
1624,Ford Endeavour 3.2 Titanium AT 4X4,Ford,2016,1950000,106000,Diesel
1625,Tata Xenon XT EX 4X2,Tata,2012,400000,80000,Diesel
1626,Nissan Terrano XL Plus 85 PS,Nissan,2014,550000,80000,Diesel
1627,Maruti Eeco 7 Seater Standard BSIV,Maruti,2018,270000,20000,Petrol
1628,Maruti Ertiga ZDI,Maruti,2012,555000,110000,Diesel
1629,Ford Ecosport 1.5 DV5 MT Ambiente,Ford,2013,500000,60000,Diesel
1630,Skoda Laura Elegance 1.9 TDI  AT,Skoda,2010,400000,130000,Diesel
1631,Hyundai EON 1.0 Era Plus,Hyundai,2017,280000,28838,Petrol
1632,Tata Indica GLS BS IV,Tata,2008,80000,200000,Petrol
1633,Tata Indica DLS,Tata,2006,55000,100000,Diesel
1634,Maruti Alto 800 LXI Airbag,Maruti,2014,250000,50000,Petrol
1635,Mahindra Bolero SLX 2WD,Mahindra,2010,250000,190000,Diesel
1636,Mahindra Jeep MM 540,Mahindra,2007,95000,100000,Diesel
1637,Mahindra Scorpio 1.99 S10,Mahindra,2014,725000,135000,Diesel
1638,Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,2015,320000,50000,Diesel
1639,Skoda Octavia Elegance 2.0 TDI AT,Skoda,2014,1200000,135000,Diesel
1640,Chevrolet Beat Diesel LS,Chevrolet,2012,160000,50000,Diesel
1641,Honda Jazz 1.5 VX i DTEC,Honda,2018,790000,19571,Diesel
1642,Honda City i-VTEC ZX,Honda,2018,1200000,29600,Petrol
1643,Maruti Swift LXI,Maruti,2011,175000,70000,Petrol
1644,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,2018,950000,15000,Diesel
1645,Maruti Celerio LXI MT BSIV,Maruti,2019,340000,50000,Petrol
1646,Renault Captur 1.5 Diesel RXT,Renault,2017,825000,13500,Diesel
1647,Audi A4 30 TFSI Technology,Audi,2018,3100000,22000,Petrol
1648,Honda Amaze VX Diesel BSIV,Honda,2018,780000,25000,Diesel
1649,Toyota Corolla Altis 1.8 VL AT,Toyota,2010,350000,80000,Petrol
1650,Honda Amaze VX Petrol BSIV,Honda,2018,690000,39000,Petrol
1651,Maruti Alto 800 VXI,Maruti,2016,245000,60000,Petrol
1652,Honda Amaze VX Diesel BSIV,Honda,2018,790000,49000,Diesel
1653,Honda Amaze VX i-VTEC,Honda,2018,680000,48600,Petrol
1654,Hyundai Grand i10 Asta Option,Hyundai,2017,540000,20000,Petrol
1655,Mahindra KUV 100 mFALCON G80 K2,Mahindra,2016,425000,25000,Petrol
1656,Maruti Zen Estilo Sports,Maruti,2008,140000,120000,Petrol
1657,Maruti Ertiga ZDI Plus,Maruti,2019,1100000,30000,Diesel
1658,Renault Lodgy 85PS RxL,Renault,2015,715000,35000,Diesel
1659,Audi Q3 2.0 TDI Quattro Premium Plus,Audi,2015,1750000,127643,Diesel
1660,Tata Zest Revotron 1.2T XMS,Tata,2018,400000,54000,Petrol
1661,Audi A6 2.0 TDI  Design Edition,Audi,2014,1750000,102354,Diesel
1662,Audi Q5 2.0 TFSI Quattro Premium Plus,Audi,2014,1850000,62237,Petrol
1663,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2005,114999,90000,Petrol
1664,Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2018,950000,21394,Diesel
1665,Datsun GO T Petrol,Datsun,2015,310000,32686,Petrol
1666,Mahindra Jeep CJ 500 DI,Mahindra,2006,575000,1001,Diesel
1667,Renault Pulse RxZ,Renault,2017,490000,22000,Diesel
1668,Hyundai Grand i10 Magna,Hyundai,2017,480000,53261,Petrol
1669,Land Rover Discovery Sport SD4 HSE Luxury,Land,2016,3500000,53000,Diesel
1670,Renault KWID 1.0 RXT Optional,Renault,2018,370000,10000,Petrol
1671,Maruti Baleno Alpha 1.3,Maruti,2017,835000,14000,Diesel
1672,Volkswagen Polo 2015-2019 1.2 MPI Highline,Volkswagen,2017,650000,44000,Petrol
1673,Toyota Etios VD,Toyota,2014,670000,39895,Diesel
1674,Chevrolet Cruze LTZ AT,Chevrolet,2017,950000,73000,Diesel
1675,Honda City i-VTEC SV,Honda,2014,690000,17000,Petrol
1676,Volkswagen Polo 2015-2019 1.2 MPI Highline,Volkswagen,2017,670000,18591,Petrol
1677,Tata Nexon 1.5 Revotorq XZ,Tata,2017,925000,26766,Diesel
1678,Hyundai EON Magna Plus,Hyundai,2015,250000,30000,Petrol
1679,Tata Sumo Gold EX,Tata,2016,509999,42000,Diesel
1680,Honda City i DTEC VX,Honda,2014,520000,110000,Diesel
1681,Tata Indica DLE,Tata,2005,100000,100000,Diesel
1682,Tata Indica DLS,Tata,2006,85000,300000,Diesel
1683,Tata Indigo LX,Tata,2009,130000,110000,Diesel
1684,Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2018,950000,27620,Diesel
1685,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,Ford,2015,450000,70000,Petrol
1686,Honda City S,Honda,2012,320000,50000,Petrol
1687,Maruti Swift Dzire VDI,Maruti,2015,480000,50000,Diesel
1688,Mercedes-Benz New C-Class C 220 CDI Grand Edition,Mercedes-Benz,2014,2490000,46000,Diesel
1689,Toyota Innova 2.5 VX 8 STR,Toyota,2012,790000,82000,Diesel
1690,Maruti Omni MPI STD BSIV,Maruti,2016,120000,120000,Petrol
1691,Maruti Alto LXi,Maruti,2006,75000,80000,Petrol
1692,Tata Indica GLS BS IV,Tata,2010,99000,70000,Petrol
1693,Maruti S-Cross Zeta DDiS 200 SH,Maruti,2018,1015000,20000,Diesel
1694,Mahindra Xylo D4 BSIV,Mahindra,2013,250000,200000,Diesel
1695,Toyota Innova Crysta 2.5 VX BS IV,Toyota,2011,520000,120000,Diesel
1696,Hyundai Verna CRDi 1.6 AT SX Option,Hyundai,2018,1100000,30000,Diesel
1697,Toyota Innova 2.5 V Diesel 7-seater,Toyota,2005,200000,223000,Diesel
1698,Maruti Swift Dzire VDI,Maruti,2016,525000,60000,Diesel
1699,Hyundai i20 Asta 1.2,Hyundai,2016,500000,40000,Petrol
1700,Mahindra Scorpio S2 7 Seater,Mahindra,2016,675000,161327,Diesel
1701,Hyundai i10 Magna 1.2 iTech SE,Hyundai,2009,150000,60000,Petrol
1702,Mahindra Bolero DI,Mahindra,2007,250000,50000,Diesel
1703,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2018,450000,6000,Petrol
1704,Hyundai Santro Xing XS,Hyundai,2009,150000,68000,Petrol
1705,Chevrolet Beat Diesel LS,Chevrolet,2012,200000,85000,Diesel
1706,Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,2011,525000,70000,Diesel
1707,Maruti Esteem VX,Maruti,1999,60000,35000,Petrol
1708,Maruti Swift Vdi BSIII,Maruti,2010,180000,100000,Diesel
1709,Honda Amaze S i-Dtech,Honda,2015,475000,110000,Diesel
1710,Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,2010,380000,195000,Diesel
1711,Maruti Alto 800 LXI,Maruti,2015,285000,46000,Petrol
1712,Maruti Alto LXi BSIII,Maruti,2008,91200,60000,Petrol
1713,Hyundai Grand i10 CRDi Sportz,Hyundai,2015,400000,42000,Diesel
1714,Hyundai Santro Xing XG AT,Hyundai,2006,160000,90000,Petrol
1715,Skoda Yeti Ambition 4X2,Skoda,2012,650000,85000,Diesel
1716,Hyundai Verna 1.6 SX,Hyundai,2012,409999,120000,Diesel
1717,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2013,425000,72000,Diesel
1718,Maruti Wagon R LXI CNG,Maruti,2013,250000,71000,CNG
1719,Maruti Swift Dzire VXi,Maruti,2009,200000,110000,Petrol
1720,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2010,130000,144000,Diesel
1721,Maruti Eeco 5 Seater AC BSIV,Maruti,2017,260000,30000,Petrol
1722,Hyundai Verna SX,Hyundai,2007,155000,65000,Petrol
1723,Honda Jazz 1.5 VX i DTEC,Honda,2015,450000,38000,Diesel
1724,Maruti SX4 Celebration Petrol,Maruti,2012,220000,90000,Petrol
1725,Hyundai i20 Active S Diesel,Hyundai,2018,650000,37000,Diesel
1726,Maruti Alto 800 LXI,Maruti,2018,285000,30000,Petrol
1727,Honda Amaze V CVT Petrol BSIV,Honda,2018,725000,26000,Petrol
1728,Maruti Ciaz ZXi,Maruti,2016,625000,30000,Petrol
1729,Hyundai i20 Active SX Petrol,Hyundai,2016,550000,23000,Petrol
1730,Hyundai i10 Magna,Hyundai,2012,240000,40000,Petrol
1731,Nissan Terrano XL 85 PS,Nissan,2014,600000,27000,Diesel
1732,Tata New Safari DICOR 2.2 EX 4x2,Tata,2012,350000,65000,Diesel
1733,Hyundai EON Magna Plus,Hyundai,2015,245000,32000,Petrol
1734,Mahindra Bolero B6,Mahindra,2016,600000,56000,Diesel
1735,BMW X1 sDrive 20d xLine,BMW,2017,2400000,30000,Diesel
1736,Mahindra Scorpio SLE BS IV,Mahindra,2014,620000,80000,Diesel
1737,Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,2014,395000,52000,Petrol
1738,Maruti Ertiga ZXI,Maruti,2014,635000,13250,Petrol
1739,Maruti Alto LX,Maruti,2011,180000,36000,Petrol
1740,Maruti Swift ZDI Plus,Maruti,2015,484999,73000,Diesel
1741,Maruti Alto LX,Maruti,2004,110000,60000,Petrol
1742,Maruti Wagon R VXI BSIII,Maruti,2006,150000,60000,Petrol
1743,Chevrolet Tavera Neo 2 LT L 9 Str,Chevrolet,2012,400000,110000,Diesel
1744,Tata Indica Vista Aura Plus 1.3 Quadrajet,Tata,2012,200000,70000,Diesel
1745,Renault Duster 85PS Diesel RxL Plus,Renault,2013,302000,60000,Diesel
1746,Maruti Swift Dzire Vdi BSIV,Maruti,2011,215000,90000,Diesel
1747,Maruti Wagon R VXI BSIII,Maruti,2004,155000,80000,Petrol
1748,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2014,1000000,101000,Diesel
1749,Mahindra Bolero Power Plus SLX,Mahindra,2018,550000,44000,Diesel
1750,Maruti Swift 1.3 VXi,Maruti,2006,200000,45000,Petrol
1751,Mahindra Scorpio S2 7 Seater,Mahindra,2017,750000,120000,Diesel
1752,Maruti Zen LXI,Maruti,2005,90000,90000,Petrol
1753,Maruti Wagon R LXI Minor,Maruti,2007,80000,120000,Petrol
1754,Hyundai EON D Lite Plus,Hyundai,2013,229999,13500,Petrol
1755,Renault KWID 1.0 RXT Optional,Renault,2017,350000,10000,Petrol
1756,Hyundai Grand i10 Magna,Hyundai,2015,325000,25000,Petrol
1757,Tata Tigor 1.2 Revotron XT,Tata,2018,450000,8500,Petrol
1758,Maruti SX4 Celebration Diesel,Maruti,2012,250000,120000,Diesel
1759,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,2012,225000,120000,Diesel
1760,Maruti Alto LXi,Maruti,2009,150000,90246,Petrol
1761,Maruti Alto LX BSIII,Maruti,2008,110000,90000,Petrol
1762,Maruti Alto LXi BSIII,Maruti,2010,150000,40000,Petrol
1763,Maruti Gypsy King Hard Top,Maruti,2000,165000,60000,Petrol
1764,Renault Duster 85PS Diesel RxL,Renault,2017,610000,32000,Diesel
1765,Tata Manza Club Class Quadrajet90 VX,Tata,2013,170000,60400,Diesel
1766,Hyundai Verna CRDi,Hyundai,2008,150000,70950,Diesel
1767,Hyundai Xcent 1.1 CRDi Base,Hyundai,2015,375000,72000,Diesel
1768,Maruti Swift VDI,Maruti,2013,390000,90000,Diesel
1769,Hyundai i20 Active 1.2 S,Hyundai,2017,600000,10000,Petrol
1770,Maruti Alto 800 LXI,Maruti,2014,204999,25000,Petrol
1771,Hyundai Verna CRDi,Hyundai,2009,270000,80000,Diesel
1772,Hyundai Grand i10 Sportz,Hyundai,2017,375000,10000,Petrol
1773,Maruti Baleno Zeta,Maruti,2020,700000,1100,Petrol
1774,Maruti Swift VXI Deca,Maruti,2017,455000,40000,Petrol
1775,Hyundai i10 Sportz 1.1L,Hyundai,2017,375000,10000,Petrol
1776,Hyundai Grand i10 Asta,Hyundai,2014,341000,31491,Petrol
1777,Maruti Swift Dzire VDI,Maruti,2014,200000,107143,Diesel
1778,Maruti Ignis 1.2 AMT Delta BSIV,Maruti,2017,450000,15000,Petrol
1779,Hyundai Santro Xing GL Plus,Hyundai,2012,170000,50000,Petrol
1780,Toyota Innova Crysta 2.4 VX MT 8S BSIV,Toyota,2017,1900000,100000,Diesel
1781,Mahindra Bolero Power Plus LX,Mahindra,2016,500000,60000,Diesel
1782,Maruti Vitara Brezza ZDi Plus,Maruti,2016,819999,85000,Diesel
1783,Maruti Swift 1.2 DLX,Maruti,2014,351000,40000,Petrol
1784,Hyundai i10 Magna 1.2 iTech SE,Hyundai,2011,195000,80000,Petrol
1785,Maruti Swift Dzire VDi,Maruti,2008,250000,82000,Diesel
1786,Maruti Zen Estilo 1.1 VXI BSIII,Maruti,2008,120000,70000,Petrol
1787,Maruti A-Star Vxi,Maruti,2009,180000,70000,Petrol
1788,Mahindra KUV 100 mFALCON D75 K6,Mahindra,2016,430000,20000,Diesel
1789,Tata Nano Cx BSIV,Tata,2012,75000,35000,Petrol
1790,Mahindra Xylo D4,Mahindra,2017,750000,80000,Diesel
1791,Tata Nano Lx,Tata,2011,60000,40000,Petrol
1792,Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,2015,1500000,46412,Diesel
1793,Mahindra Bolero SLX 2WD BSIII,Mahindra,2011,390000,150000,Diesel
1794,Mahindra TUV 300 T4,Mahindra,2016,630000,50000,Diesel
1795,Tata Safari Storme VX Varicor 400,Tata,2018,1085000,15000,Diesel
1796,Hyundai i10 Magna 1.2 iTech SE,Hyundai,2012,190000,60000,Petrol
1797,Maruti Baleno Delta Automatic,Maruti,2018,550000,25000,Petrol
1798,Maruti Alto 800 LXI,Maruti,2012,200000,90000,Petrol
1799,Chevrolet Spark 1.0 LT,Chevrolet,2011,165000,60000,Petrol
1800,Ford Figo Diesel Celebration Edition,Ford,2013,260000,65000,Diesel
1801,Maruti Alto LX,Maruti,2011,151000,40000,Petrol
1802,Maruti Vitara Brezza VDi,Maruti,2018,780000,50000,Diesel
1803,Tata Indica Vista Quadrajet LX,Tata,2012,175000,80000,Diesel
1804,Tata Indica Vista TDI LS,Tata,2010,170000,107500,Diesel
1805,Tata Indica Vista TDI LS,Tata,2013,210000,135000,Diesel
1806,Maruti Alto LXi,Maruti,2007,90000,43826,Petrol
1807,Hyundai i20 Active S Petrol,Hyundai,2016,535000,55838,Petrol
1808,Maruti Swift VDI BSIV,Maruti,2007,195000,112880,Diesel
1809,Tata Indica Vista Terra Quadrajet 1.3L,Tata,2011,140000,90000,Diesel
1810,Nissan Sunny XL,Nissan,2012,350000,40000,Petrol
1811,Hyundai Verna 1.6 SX VTVT (O),Hyundai,2013,425000,66000,Petrol
